,name,style,ounces,brewery_name,city,state
2173,Hoodoo Voodoo IPA,American IPA,12.0,Three Creeks Brewing,Sisters, OR
2174,Hydraulion Red,Irish Red Ale,12.0,Three Notch'd Brewing Company,Charlottesville, VA
2175,40 Mile IPA,American IPA,12.0,Three Notch'd Brewing Company,Charlottesville, VA
2176,Citra Faced,American Pale Wheat Ale,16.0,Three Pints Brewing,Martinsville, IN
2177,Pole Barn Stout,Oatmeal Stout,16.0,Three Pints Brewing,Martinsville, IN
2178,Pale,American Pale Ale (APA),16.0,Three Pints Brewing,Martinsville, IN
2179,Yoshi's Nectar,California Common / Steam Beer,16.0,Three Pints Brewing,Martinsville, IN
2180,Leatherhead Red,American Amber / Red Ale,12.0,Thunderhead Brewing Company,Kearney, NE
2181,Cropduster Mid-American IPA,American IPA,12.0,Thunderhead Brewing Company,Kearney, NE
2182,Golden Frau Honey Wheat,Braggot,12.0,Thunderhead Brewing Company,Kearney, NE
2183,Cornstalker Dark Wheat,American Dark Wheat Ale,12.0,Thunderhead Brewing Company,Kearney, NE
2184,Cafe Leche,American Porter,16.0,Tin Man Brewing Company,Evansville, IN
2185,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0,Tin Man Brewing Company,Evansville, IN
2186,Csar,Russian Imperial Stout,16.0,Tin Man Brewing Company,Evansville, IN
2187,Klingon Warnog Roggen Dunkel,Roggenbier,16.0,Tin Man Brewing Company,Evansville, IN
2188,Overlord Imperial IPA,American Double / Imperial IPA,16.0,Tin Man Brewing Company,Evansville, IN
2189,Alloy,American IPA,16.0,Tin Man Brewing Company,Evansville, IN
2190,Rivet Irish Red Ale,Irish Red Ale,16.0,Tin Man Brewing Company,Evansville, IN
2191,3 Gear Robust Porter,American Porter,16.0,Tin Man Brewing Company,Evansville, IN
2192,Circuit Bohemian Pilsner,Czech Pilsener,16.0,Tin Man Brewing Company,Evansville, IN
2193,Turnrow Harvest Ale,American Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2194,Juke Joint IPA,American IPA,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2195,Parade Ground Coffee Porter,American Porter,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2196,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2197,Tin Roof Blonde Ale,American Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2198,Voodoo Bengal Pale Ale,American Pale Ale (APA),12.0,Tin Roof Brewing Company,Baton Rouge, LA
2199,Perfect Tin Amber,American Amber / Red Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2200,IPA & a Half,American IPA,12.0,Tommyknocker Brewery,Idaho Springs, CO
2201,Ornery Amber Lager (2003),Vienna Lager,12.0,Tommyknocker Brewery,Idaho Springs, CO
2202,Big Island Shandy,Shandy,16.0,Tonka Beer Company,Minnetonka, MN
2203,Preservation IPA,American IPA,16.0,Tonka Beer Company,Minnetonka, MN
2204,Almanac IPA,American IPA,12.0,Tractor Brewing Company,Albuquerque, NM
2205,Milk Mustachio Stout,Milk / Sweet Stout,12.0,Tractor Brewing Company,Albuquerque, NM
2206,Farmer's Tan Red Ale,American Amber / Red Ale,12.0,Tractor Brewing Company,Albuquerque, NM
2207,Triangle India Pale Ale,American IPA,12.0,Triangle Brewing Company,Durham, NC
2208,Triangle White Ale,Witbier,12.0,Triangle Brewing Company,Durham, NC
2209,Triangle Belgian Golden Ale,Belgian Strong Pale Ale,12.0,Triangle Brewing Company,Durham, NC
2210,Troegenator,Doppelbock,16.0,Tröegs Brewing Company,Hershey, PA
2211,Nugget Nectar,American Amber / Red Ale,16.0,Tröegs Brewing Company,Hershey, PA
2212,Sunshine Pils,American Pilsner,12.0,Tröegs Brewing Company,Hershey, PA
2213,Troegenator Doublebock,Doppelbock,16.0,Tröegs Brewing Company,Hershey, PA
2214,Perpetual IPA,American IPA,12.0,Tröegs Brewing Company,Hershey, PA
2215,Greenville Pale Ale,American Pale Ale (APA),12.0,Twin Lakes Brewing Company,Greenville, DE
2216,Hoppy Boy,American IPA,16.0,Twisted Pine Brewing Company,Boulder, CO
2217,Cow Creek,American Amber / Red Lager,12.0,Twisted X Brewing Company,Dripping Springs, TX
2218,Chupahopra,American IPA,12.0,Twisted X Brewing Company,Dripping Springs, TX
2219,Twisted X,American Adjunct Lager,12.0,Twisted X Brewing Company,Dripping Springs, TX
2220,Day Hike Session,American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2221,Trailhead ISA,American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2222,Immersion Amber,American Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle, WA
2223,Evo IPA,American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2224,Presidential Pils,Czech Pilsener,12.0,Two Beers Brewing Company,Seattle, WA
2225,Evolutionary IPA (2012),American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2226,Persnickety Pale,American Pale Ale (APA),12.0,Two Beers Brewing Company,Seattle, WA
2227,SoDo Brown Ale,American Brown Ale,12.0,Two Beers Brewing Company,Seattle, WA
2228,Immersion Amber Ale (2011),American Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle, WA
2229,Evolutionary IPA (2011),American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2230,Trailhead India Style Session Ale (2011),American IPA,12.0,Two Beers Brewing Company,Seattle, WA
2231,Panorama Wheat Ale,American Pale Wheat Ale,12.0,Two Beers Brewing Company,Seattle, WA
2232,Wobble,American IPA,16.0,Two Brothers Brewing Company,Warrenville, IL
2233,Night Cat,American Dark Wheat Ale,12.0,Two Brothers Brewing Company,Warrenville, IL
2234,Night Cat (2014),American Dark Wheat Ale,12.0,Two Brothers Brewing Company,Warrenville, IL
2235,Dog Days Lager,Dortmunder / Export Lager,12.0,Two Brothers Brewing Company,Warrenville, IL
2236,Sidekick Extra Pale Ale,American Pale Ale (APA),12.0,Two Brothers Brewing Company,Warrenville, IL
2237,Atom Smasher,Märzen / Oktoberfest,12.0,Two Brothers Brewing Company,Warrenville, IL
2238,Testudo,Bière de Garde,12.0,Two Brothers Brewing Company,Warrenville, IL
2239,Hobnob B & B Pale Ale,American Pale Ale (APA),12.0,Two Brothers Brewing Company,Warrenville, IL
2240,Cane and Ebel,American Strong Ale,12.0,Two Brothers Brewing Company,Warrenville, IL
2241,Outlaw IPA (2015),American IPA,12.0,Two Brothers Brewing Company,Warrenville, IL
2242,The Gilded Age,Munich Helles Lager,12.0,Two Henrys Brewing Company,Plant City, FL
2243,No Limits Hefeweizen,Hefeweizen,16.0,Two Roads Brewing Company,Stratford, CT
2244,Honeyspot Road White IPA,American White IPA,12.0,Two Roads Brewing Company,Stratford, CT
2245,Road 2 Ruin Double IPA,American Double / Imperial IPA,12.0,Two Roads Brewing Company,Stratford, CT
2246,Workers Comp Saison,Saison / Farmhouse Ale,12.0,Two Roads Brewing Company,Stratford, CT
2247,Ol' Factory Pils,German Pilsener,12.0,Two Roads Brewing Company,Stratford, CT
2248,PUNK'N,Pumpkin Ale,12.0,Uinta Brewing Company,Salt Lake City, UT
2249,Yard Sale Winter Lager,American Amber / Red Lager,12.0,Uinta Brewing Company,Salt Lake City, UT
2250,Trader Session IPA,American IPA,12.0,Uinta Brewing Company,Salt Lake City, UT
2251,Hop Nosh IPA,American IPA,12.0,Uinta Brewing Company,Salt Lake City, UT
2252,SUM'R,American Blonde Ale,12.0,Uinta Brewing Company,Salt Lake City, UT
2253,Organic Baba Black Lager,Schwarzbier,12.0,Uinta Brewing Company,Salt Lake City, UT
2254,Hop Notch IPA (2013),American IPA,12.0,Uinta Brewing Company,Salt Lake City, UT
2255,Cutthroat Pale Ale,American Pale Ale (APA),12.0,Uinta Brewing Company,Salt Lake City, UT
2256,WYLD Extra Pale Ale,American Pale Ale (APA),12.0,Uinta Brewing Company,Salt Lake City, UT
2257,Pilsner Ukiah,German Pilsener,12.0,Ukiah Brewing Company,Ukiah, CA
2258,The Green Room,American IPA,16.0,Uncle Billy's Brewery and Smokeh...,Austin, TX
2259,Humbucker Helles,Maibock / Helles Bock,16.0,Uncle Billy's Brewery and Smokeh...,Austin, TX
2260,Uncle John's Apple Cherry Cider,Cider,16.0,Uncle John's Fruit House Winery,St. John's, MI
2261,Uncle John's Apricot Apple Cider,Cider,16.0,Uncle John's Fruit House Winery,St. John's, MI
2262,Draught Hard Apple Cider,Cider,16.0,Uncle John's Fruit House Winery,St. John's, MI
2263,Scotty K NA,Low Alcohol Beer,16.0,Uncommon Brewers,Santa Cruz, CA
2264,Bacon Brown Ale,American Brown Ale,16.0,Uncommon Brewers,Santa Cruz, CA
2265,Golden State Ale,Belgian Pale Ale,16.0,Uncommon Brewers,Santa Cruz, CA
2266,Baltic Porter,Baltic Porter,16.0,Uncommon Brewers,Santa Cruz, CA
2267,Siamese twin,Dubbel,16.0,Uncommon Brewers,Santa Cruz, CA
2268,Double Duckpin,American Double / Imperial IPA,12.0,Union Craft Brewing,Baltimore, MD
2269,Old Pro,Gose,12.0,Union Craft Brewing,Baltimore, MD
2270,Duckpin Pale Ale,American Pale Ale (APA),12.0,Union Craft Brewing,Baltimore, MD
2271,Balt Altbier,Altbier,12.0,Union Craft Brewing,Baltimore, MD
2272,Campside Session IPA,American IPA,16.0,Upland Brewing Company,Bloomington, IN
2273,Upland Wheat Ale,Witbier,16.0,Upland Brewing Company,Bloomington, IN
2274,Dragonfly IPA,American IPA,16.0,Upland Brewing Company,Bloomington, IN
2275,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),19.2,Upslope Brewing Company,Boulder, CO
2276,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,Upslope Brewing Company,Boulder, CO
2277,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
2278,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2,Upslope Brewing Company,Boulder, CO
2279,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,19.2,Upslope Brewing Company,Boulder, CO
2280,Blood Orange Saison,Saison / Farmhouse Ale,12.0,Upslope Brewing Company,Boulder, CO
2281,Thai Style White IPA,American White IPA,12.0,Upslope Brewing Company,Boulder, CO
2282,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
2283,Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder, CO
2284,Upslope Christmas Ale,Winter Warmer,16.0,Upslope Brewing Company,Boulder, CO
2285,Upslope Pumpkin Ale,Pumpkin Ale,16.0,Upslope Brewing Company,Boulder, CO
2286,Upslope Belgian Style Pale Ale,Belgian Pale Ale,12.0,Upslope Brewing Company,Boulder, CO
2287,Upslope Foreign Style Stout,Foreign / Export Stout,12.0,Upslope Brewing Company,Boulder, CO
2288,Top Rope Mexican-style Craft Lager,Vienna Lager,12.0,Upslope Brewing Company,Boulder, CO
2289,Upslope Craft Lager,Vienna Lager,12.0,Upslope Brewing Company,Boulder, CO
2290,Upslope Brown Ale,English Brown Ale,12.0,Upslope Brewing Company,Boulder, CO
2291,Upslope Pale Ale,American Pale Ale (APA),12.0,Upslope Brewing Company,Boulder, CO
2292,Upslope India Pale Ale,American IPA,12.0,Upslope Brewing Company,Boulder, CO
2293,Common Sense Kentucky Common Ale,American Brown Ale,16.0,Upstate Brewing Company,Elmira, NY
2294,Upstate I.P.W.,American IPA,12.0,Upstate Brewing Company,Elmira, NY
2295,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0,Utah Brewers Cooperative,Salt Lake City, UT
2296,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2297,Devastator Double Bock,Doppelbock,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2298,Wasatch Ghostrider White IPA,American White IPA,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2299,Wasatch Ghostrider White IPA (2014),American White IPA,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2300,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2301,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12.0,Utah Brewers Cooperative,Salt Lake City, UT
2302,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0,Utah Brewers Cooperative,Salt Lake City, UT
2303,Nunica Pine,Cider,16.0,Vander Mill Ciders,Spring Lake, MI
2304,Ginger Peach,Cider,16.0,Vander Mill Ciders,Spring Lake, MI
2305,Totally Roasted,Cider,16.0,Vander Mill Ciders,Spring Lake, MI
2306,Blue Gold,Cider,16.0,Vander Mill Ciders,Spring Lake, MI
2307,Hard Apple,Cider,16.0,Vander Mill Ciders,Spring Lake, MI
2308,Nitro Can Coffee Stout,American Stout,12.0,Vault Brewing Company,Yardley, PA
2309,Voodoo Love Child,Tripel,12.0,Voodoo Brewery,Meadville, PA
2310,White Magick of the Sun,Witbier,12.0,Voodoo Brewery,Meadville, PA
2311,Wynona's Big Brown Ale,American Brown Ale,12.0,Voodoo Brewery,Meadville, PA
2312,Gran Met,Belgian Strong Pale Ale,12.0,Voodoo Brewery,Meadville, PA
2313,Good Vibes IPA,American IPA,12.0,Voodoo Brewery,Meadville, PA
2314,Pilzilla,American Double / Imperial Pilsner,12.0,Voodoo Brewery,Meadville, PA
2315,Wachusett Light IPA,American IPA,12.0,Wachusett Brewing Company,Westminster, MA
2316,Green Monsta IPA,American IPA,12.0,Wachusett Brewing Company,Westminster, MA
2317,Wachusett IPA,American IPA,12.0,Wachusett Brewing Company,Westminster, MA
2318,Strawberry White,Witbier,12.0,Wachusett Brewing Company,Westminster, MA
2319,Larry Imperial IPA,American Double / Imperial IPA,12.0,Wachusett Brewing Company,Westminster, MA
2320,Wachusett Summer,American Pale Wheat Ale,12.0,Wachusett Brewing Company,Westminster, MA
2321,Country Pale Ale,English Pale Ale,12.0,Wachusett Brewing Company,Westminster, MA
2322,Wachusett Light IPA (2013),American IPA,12.0,Wachusett Brewing Company,Westminster, MA
2323,Pumpkan,Pumpkin Ale,12.0,Wachusett Brewing Company,Westminster, MA
2324,Wachusett Blueberry Ale,Fruit / Vegetable Beer,12.0,Wachusett Brewing Company,Westminster, MA
2325,Green Monsta IPA,American IPA,12.0,Wachusett Brewing Company,Westminster, MA
2326,T-6 Red Ale (2004),American Amber / Red Ale,12.0,Warbird Brewing Company,Fort Wayne, IN
2327,Self Starter,American IPA,16.0,Warped Wing Brewing Company,Dayton, OH
2328,Ermal's,Cream Ale,16.0,Warped Wing Brewing Company,Dayton, OH
2329,10 Ton,Oatmeal Stout,16.0,Warped Wing Brewing Company,Dayton, OH
2330,Flyin' Rye,American IPA,16.0,Warped Wing Brewing Company,Dayton, OH
2331,Christmas Ale,Herbed / Spiced Beer,12.0,West Sixth Brewing,Lexington, KY
2332,Pay It Forward Cocoa Porter,American Porter,12.0,West Sixth Brewing,Lexington, KY
2333,West Sixth Amber Ale,American Amber / Red Ale,12.0,West Sixth Brewing,Lexington, KY
2334,West Sixth IPA,American IPA,12.0,West Sixth Brewing,Lexington, KY
2335,One Claw,American Pale Ale (APA),12.0,Westbrook Brewing Company,Mt. Pleasant, SC
2336,Westbrook Gose,Gose,12.0,Westbrook Brewing Company,Mt. Pleasant, SC
2337,White Thai,Witbier,12.0,Westbrook Brewing Company,Mt. Pleasant, SC
2338,Westbrook IPA,American IPA,12.0,Westbrook Brewing Company,Mt. Pleasant, SC
2339,Westfield Octoberfest,Märzen / Oktoberfest,12.0,Westfield River Brewing Company,Westfield, MA
2340,Pop's Old Fashioned Lager,American Amber / Red Lager,12.0,Westfield River Brewing Company,Westfield, MA
2341,Charlie in the Rye,American IPA,12.0,Westfield River Brewing Company,Westfield, MA
2342,Royal Lager,American Pale Lager,16.0,Weston Brewing Company,Weston, MO
2343,Rip Van Winkle (Current),Bock,12.0,Weston Brewing Company,Weston, MO
2344,O’Malley’s Stout,English Stout,12.0,Weston Brewing Company,Weston, MO
2345,O’Malley’s IPA,American IPA,12.0,Weston Brewing Company,Weston, MO
2346,O’Malley’s Irish Style Cream Ale,Cream Ale,12.0,Weston Brewing Company,Weston, MO
2347,L'il Lucy's Hot Pepper Ale,Chile Beer,12.0,Weston Brewing Company,Weston, MO
2348,Drop Kick Ale,American Amber / Red Ale,12.0,Weston Brewing Company,Weston, MO
2349,Raspberry Berliner Weisse,Berliner Weissbier,12.0,White Birch Brewing,Hooksett, NH
2350,Hop Session,American IPA,12.0,White Birch Brewing,Hooksett, NH
2351,Blueberry Berliner Weisse,Berliner Weissbier,12.0,White Birch Brewing,Hooksett, NH
2352,Berliner Weisse,Berliner Weissbier,12.0,White Birch Brewing,Hooksett, NH
2353,Super G IPA,American IPA,16.0,White Flame Brewing Company,Hudsonville, MI
2354,Hefe Lemon,Radler,12.0,Widmer Brothers Brewing Company,Portland, OR
2355,Hefe Black,Hefeweizen,12.0,Widmer Brothers Brewing Company,Portland, OR
2356,Widmer Brothers Hefeweizen,Hefeweizen,12.0,Widmer Brothers Brewing Company,Portland, OR
2357,Hop Slayer Double IPA,American Double / Imperial IPA,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2358,Pumpkin Ale,Pumpkin Ale,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2359,Big Bowl Blonde Ale,American Brown Ale,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2360,Phat Chance,American Blonde Ale,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2361,Hop Slayer Double IPA (2011),American Double / Imperial IPA,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2362,Hop Slayer Double IPA (2011),American Double / Imperial IPA,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2363,Wild Onion Summer Wit,Witbier,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2364,Jack Stout,Oatmeal Stout,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2365,Wild Onion Pumpkin Ale (2010),Pumpkin Ale,12.0,Wild Onion Brewing Company,Lake Barrington, IL
2366,Paddy Pale Ale,American Pale Ale (APA),12.0,Wild Onion Brewing Company,Lake Barrington, IL
2367,Blonde Hunny,Belgian Pale Ale,12.0,Wild Wolf Brewing Company,Nellysford, VA
2368,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,12.0,Wild Wolf Brewing Company,Nellysford, VA
2369,Wild Wolf American Pilsner,American Pilsner,12.0,Wild Wolf Brewing Company,Nellysford, VA
2370,Alpha Ale,American Pale Ale (APA),12.0,Wild Wolf Brewing Company,Nellysford, VA
2371,Mystical Stout,Irish Dry Stout,16.0,Wildwood Brewing Company,Stevensville, MT
2372,Bodacious Bock,Bock,16.0,Wildwood Brewing Company,Stevensville, MT
2373,Ambitious Lager,Munich Helles Lager,16.0,Wildwood Brewing Company,Stevensville, MT
2374,Wyoming Pale Ale,American Pale Ale (APA),16.0,Wind River Brewing Company,Pinedale, WY
2375,Wind River Blonde Ale,American Blonde Ale,16.0,Wind River Brewing Company,Pinedale, WY
2376,Ace IPA,American IPA,16.0,Wingman Brewers,Tacoma, WA
2377,P-51 Porter,American Porter,16.0,Wingman Brewers,Tacoma, WA
2378,#001 Golden Amber Lager,American Amber / Red Lager,12.0,Wisconsin Brewing Company,Verona, WI
2379,#002 American I.P.A.,American IPA,12.0,Wisconsin Brewing Company,Verona, WI
2380,#003 Brown & Robust Porter,American Porter,12.0,Wisconsin Brewing Company,Verona, WI
2381,#004 Session I.P.A.,American IPA,12.0,Wisconsin Brewing Company,Verona, WI
2382,Tarasque,Saison / Farmhouse Ale,12.0,Wiseacre Brewing Company,Memphis, TN
2383,Ananda India Pale Ale,American IPA,12.0,Wiseacre Brewing Company,Memphis, TN
2384,Tiny Bomb,American Pilsner,12.0,Wiseacre Brewing Company,Memphis, TN
2385,Train Hopper,American IPA,12.0,Witch's Hat Brewing Company,South Lyon, MI
2386,Edward’s Portly Brown,American Brown Ale,12.0,Witch's Hat Brewing Company,South Lyon, MI
2387,Troopers Alley IPA,American IPA,12.0,Wolf Hills Brewing Company,Abingdon, VA
2388,Wolverine Premium Lager,American Pale Lager,12.0,Wolverine State Brewing Company,Ann Arbor, MI
2389,Woodchuck Amber Hard Cider,Cider,12.0,Woodchuck Hard Cider,Middlebury, VT
2390,4000 Footer IPA,American IPA,12.0,"Woodstock Inn, Station & Brewery",North Woodstock, NH
2391,Summer Brew,American Pilsner,12.0,"Woodstock Inn, Station & Brewery",North Woodstock, NH
2392,Be Hoppy IPA,American IPA,16.0,Wormtown Brewery,Worcester, MA
2393,Worthy IPA,American IPA,12.0,Worthy Brewing Company,Bend, OR
2394,Easy Day Kolsch,Kölsch,12.0,Worthy Brewing Company,Bend, OR
2395,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12.0,Worthy Brewing Company,Bend, OR
2396,Worthy IPA (2013),American IPA,12.0,Worthy Brewing Company,Bend, OR
2397,Worthy Pale,American Pale Ale (APA),12.0,Worthy Brewing Company,Bend, OR
2398,Patty's Chile Beer,Chile Beer,12.0,Wynkoop Brewing Company,Denver, CO
2399,Colorojo Imperial Red Ale,American Strong Ale,12.0,Wynkoop Brewing Company,Denver, CO
2400,Wynkoop Pumpkin Ale,Pumpkin Ale,12.0,Wynkoop Brewing Company,Denver, CO
2401,Rocky Mountain Oyster Stout,American Stout,12.0,Wynkoop Brewing Company,Denver, CO
2402,Belgorado,Belgian IPA,12.0,Wynkoop Brewing Company,Denver, CO
