name,style,ounces,brewery_name,city,state
Lily Flagg Milk Stout,Sweet Stout,12.0,Straight to Ale,Huntsville,AL
Monkeynaut IPA,India Pale Ale,12.0,Straight to Ale,Huntsville,AL
Straub Beer (Current),Others,12.0,Straub Brewery,St Mary's,PA
American Lager,Others,12.0,Straub Brewery,St Mary's,PA
American Amber,Others,12.0,Straub Brewery,St Mary's,PA
American Light,Others,12.0,Straub Brewery,St Mary's,PA
Extra Pale Ale,Pale Ale,12.0,Summit Brewing Company,St Paul,MN
Make It So,British-Style Bitter,12.0,Summit Brewing Company,St. Paul,MN
Hopvale Organic Ale,Pale Ale,16.0,Summit Brewing Company,St. Paul,MN
Unchained #18 Hop Silo,Double / Imperial IPA,16.0,Summit Brewing Company,St. Paul,MN
Tip Off,Altbier,16.0,Sun King Brewing Company,Indianapolis,IN
Java Mac,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Cowbell,Porter,16.0,Sun King Brewing Company,Indianapolis,IN
Hop Up Offa That Brett (2014),Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
PV Muckle (2013),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Batch 666: Sympathy for the Devil,Old Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Whip Fight,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Fistful Of Hops Red,India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Fistful of Hops Orange,India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Fistful Of Hops Blue,India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Fistful of Hops Green,India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
30 Min Coma,India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Wee Muckle,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Royal Brat,British-Style Bitter,16.0,Sun King Brewing Company,Indianapolis,IN
Grapefruit Jungle (GFJ),India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Osiris Pale Ale,Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Aged Timmie,Imperial Stout,16.0,Sun King Brewing Company,Indianapolis,IN
Stupid Sexy Flanders,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Cowbell,Porter,16.0,Sun King Brewing Company,Indianapolis,IN
Popcorn Pilsner,Pilsner,16.0,Sun King Brewing Company,Indianapolis,IN
Ring of Dingle,Dry Stout,16.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Wee Mac,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Johan,Others,16.0,Sun King Brewing Company,Indianapolis,IN
The Deuce,Brown Ale,16.0,Sun King Brewing Company,Indianapolis,IN
The Velvet Fog,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Sun King Oktoberfest,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Indianapolis Indians Lager,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Indians Victory Lager (2012),Others,16.0,Sun King Brewing Company,Indianapolis,IN
Chaka,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Isis,Double / Imperial IPA,16.0,Sun King Brewing Company,Indianapolis,IN
Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Grapefruit Jungle (GFJ) (2011),India Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Sun King Oktoberfest (2011),Others,16.0,Sun King Brewing Company,Indianapolis,IN
Johan the Barleywine,Others,16.0,Sun King Brewing Company,Indianapolis,IN
Wee Mac Scottish-Style Ale,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
Sunlight Cream Ale,Cream Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Osiris Pale Ale (2010),Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
Dam Lager,Others,12.0,Sunken City Brewing Company,Hardy,VA
Red Clay IPA,India Pale Ale,12.0,Sunken City Brewing Company,Hardy,VA
Todd the Axe Man,India Pale Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
Doomtree,British-Style Bitter,16.0,Surly Brewing Company,Brooklyn Center,MN
BLAKKR,Others,16.0,Surly Brewing Company,Brooklyn Center,MN
Overrated! West Coast Style IPA,India Pale Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
WET,India Pale Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
Bitter Brewer,Others,16.0,Surly Brewing Company,Brooklyn Center,MN
SurlyFest,Others,16.0,Surly Brewing Company,Brooklyn Center,MN
Coffee Bender,Brown Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
Bender,Brown Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
Abrasive Ale,Double / Imperial IPA,16.0,Surly Brewing Company,Brooklyn Center,MN
Hell,Others,16.0,Surly Brewing Company,Brooklyn Center,MN
CynicAle,Others,16.0,Surly Brewing Company,Brooklyn Center,MN
Furious,India Pale Ale,16.0,Surly Brewing Company,Brooklyn Center,MN
Big Nose,India Pale Ale,12.0,Swamp Head Brewery,Gainesville,FL
Cotton Mouth,Witbier,12.0,Swamp Head Brewery,Gainesville,FL
Stump Knocker Pale Ale,Pale Ale,12.0,Swamp Head Brewery,Gainesville,FL
Midnight Oil,Oatmeal Stout,12.0,Swamp Head Brewery,Gainesville,FL
Wild Night,Cream Ale,12.0,Swamp Head Brewery,Gainesville,FL
Bermuda Triangle Ginger Beer,Others,12.0,Swashbuckler Brewing Company,Manheim,PA
Take Two Pils,Pilsner,12.0,SweetWater Brewing Company,Atlanta,GA
Waterkeeper,Hefeweizen,12.0,SweetWater Brewing Company,Atlanta,GA
SweetWater IPA,India Pale Ale,12.0,SweetWater Brewing Company,Atlanta,GA
420 Extra Pale Ale,Pale Ale,12.0,SweetWater Brewing Company,Atlanta,GA
Dodgy Knight Imperial IPA,Double / Imperial IPA,12.0,TailGate Beer,San Diego,CA
TailGate Saison,Others,12.0,TailGate Beer,San Diego,CA
TailGate IPA,India Pale Ale,24.0,TailGate Beer,San Diego,CA
TailGate IPA,India Pale Ale,12.0,TailGate Beer,San Diego,CA
TailGate Hefeweizen,Hefeweizen,24.0,TailGate Beer,San Diego,CA
Blacktop Blonde,Blonde Ale,24.0,TailGate Beer,San Diego,CA
Blacktop Blonde,Blonde Ale,12.0,TailGate Beer,San Diego,CA
TailGate Hefeweizen,Hefeweizen,12.0,TailGate Beer,San Diego,CA
Wooden Rooster,Abbey Tripel,16.9,Tallgrass Brewing Company,Manhattan,KS
Ginger Peach Saison,Others,16.0,Tallgrass Brewing Company,Manhattan,KS
Zombie Monkie,Porter,16.0,Tallgrass Brewing Company,Manhattan,KS
Wild Plum Farmhouse Ale,Others,16.0,Tallgrass Brewing Company,Manhattan,KS
Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0,Tallgrass Brewing Company,Manhattan,KS
Ethos IPA,India Pale Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass Pub Ale,Brown Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
Oasis,British-Style Bitter,16.0,Tallgrass Brewing Company,Manhattan,KS
Buffalo Sweat,Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan,KS
Halcyon Unfiltered Wheat,Wheat Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
8-Bit Pale Ale,Pale Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
Velvet Rooster,Abbey Tripel,16.0,Tallgrass Brewing Company,Manhattan,KS
Halcyon Unfiltered Wheat,Wheat Ale,12.0,Tallgrass Brewing Company,Manhattan,KS
Köld Lager (2010),Pilsner,16.0,Tallgrass Brewing Company,Manhattan,KS
Oasis (2010),Double / Imperial IPA,16.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass Ale,Brown Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
Buffalo Sweat (2010),Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass IPA,India Pale Ale,16.0,Tallgrass Brewing Company,Manhattan,KS
Hat Trick Hop IPA,India Pale Ale,16.0,Tamarack Brewing Company,Lakeside,MT
Yard Sale Amber Ale,Amber / Red Ale,16.0,Tamarack Brewing Company,Lakeside,MT
Loafin Bräu,Altbier,16.0,Tampa Bay Brewing Company,Tampa,FL
Old Elephant Foot IPA,India Pale Ale,16.0,Tampa Bay Brewing Company,Tampa,FL
Peck's Porter,Porter,16.0,Tapistry Brewing,Bridgman,MI
Reactor,India Pale Ale,16.0,Tapistry Brewing,Bridgman,MI
Mr. Orange,Witbier,16.0,Tapistry Brewing,Bridgman,MI
Deduction,Others,12.0,Taxman Brewing Company,Bargersville,IN
Face Down Brown Ale,Brown Ale,12.0,Telluride Brewing Company,Telluride,CO
Tempter IPA,India Pale Ale,12.0,Telluride Brewing Company,Telluride,CO
Bridal Veil Rye Pale Ale,Pale Ale,12.0,Telluride Brewing Company,Telluride,CO
Smittytown,British-Style Bitter,12.0,Temperance Beer Company,Evanston,IL
Greenwood Beach,Others,12.0,Temperance Beer Company,Evanston,IL
Gatecrasher,India Pale Ale,12.0,Temperance Beer Company,Evanston,IL
RecreationAle,Pale Ale,12.0,Terrapin Brewing Company,Athens,GA
First Stand,Others,12.0,Texian Brewing Co.,Richmond,TX
Battle LIne,Brown Ale,12.0,Texian Brewing Co.,Richmond,TX
Broken Bridge,Dunkel,12.0,Texian Brewing Co.,Richmond,TX
Brutus,India Pale Ale,12.0,Texian Brewing Co.,Richmond,TX
Petit Mutant,Others,16.0,The Alchemist,Waterbury,VT
The Crusher,Double / Imperial IPA,16.0,The Alchemist,Waterbury,VT
Beelzebub,Imperial Stout,16.0,The Alchemist,Waterbury,VT
Focal Banger,India Pale Ale,16.0,The Alchemist,Waterbury,VT
Heady Topper,Double / Imperial IPA,16.0,The Alchemist,Waterbury,VT
Heady Topper,Double / Imperial IPA,16.0,The Alchemist,Waterbury,VT
Bomber Mountain Amber Ale (2013),Amber / Red Ale,12.0,The Black Tooth Brewing Company,Sheridan,WY
Indian Paintbrush IPA,India Pale Ale,12.0,The Black Tooth Brewing Company,Sheridan,WY
Saddle Bronc Brown Ale (2013),Brown Ale,12.0,The Black Tooth Brewing Company,Sheridan,WY
Wagon Box Wheat Beer,Wheat Ale,12.0,The Black Tooth Brewing Company,Sheridan,WY
Birdhouse Pale Ale,Pale Ale,12.0,The Brewer's Art,Baltimore,MD
Ozzy,Pale Ale,12.0,The Brewer's Art,Baltimore,MD
Resurrection,Others,12.0,The Brewer's Art,Baltimore,MD
Bronx Summer Pale Ale,Pale Ale,16.0,The Bronx Brewery,Bronx,NY
Bronx Black Pale Ale,Others,16.0,The Bronx Brewery,Bronx,NY
Bronx Pale Ale,Pale Ale,16.0,The Bronx Brewery,Bronx,NY
Surfrider,Pale Ale,16.0,The Dudes' Brewing Company,Torrance,CA
Kolschtal Eddy,Others,16.0,The Dudes' Brewing Company,Torrance,CA
South Bay Session IPA,India Pale Ale,16.0,The Dudes' Brewing Company,Torrance,CA
Grandma's Pecan,Brown Ale,16.0,The Dudes' Brewing Company,Torrance,CA
Double Trunk,Double / Imperial IPA,16.0,The Dudes' Brewing Company,Torrance,CA
Just IPA,India Pale Ale,12.0,The Just Beer Project,Burlington,VT
Lionshead,Pilsner,12.0,The Lion Brewery,Wilkes-Barre,PA
Manhattan Gold Lager (1990),Others,12.0,The Manhattan Brewing Company,New York,NY
G. B. Russo’s Italian Pistachio Pale Ale,Pale Ale,16.0,The Mitten Brewing Company,Grand Rapids,MI
Northern Hawk Owl Amber,Amber / Red Ale,12.0,The Right Brain Brewery,Traverse City,MI
CEO Stout,Others,16.0,The Right Brain Brewery,Traverse City,MI
Will Power Pale Ale,Pale Ale,16.0,The Right Brain Brewery,Traverse City,MI
Curious Traveler Shandy,Others,12.0,The Traveler Beer Company,Burlington,VT
Hunny Do Wheat,Wheat Ale,12.0,Third Street Brewhouse,Cold Spring,MN
Three Way Pale Ale,Pale Ale,12.0,Third Street Brewhouse,Cold Spring,MN
Rise to the Top,Cream Ale,12.0,Third Street Brewhouse,Cold Spring,MN
Lost Trout Brown Ale,Brown Ale,12.0,Third Street Brewhouse,Cold Spring,MN
Watermelon Ale,Others,12.0,Thomas Hooker Brewing Company,Bloomfield,CT
Knotty Blonde Ale,Blonde Ale,12.0,Three Creeks Brewing,Sisters,OR
Fivepine Chocolate Porter,Porter,12.0,Three Creeks Brewing,Sisters,OR
Hoodoo Voodoo IPA,India Pale Ale,12.0,Three Creeks Brewing,Sisters,OR
Hydraulion Red,Others,12.0,Three Notch'd Brewing Company,Charlottesville,VA
40 Mile IPA,India Pale Ale,12.0,Three Notch'd Brewing Company,Charlottesville,VA
Citra Faced,Wheat Ale,16.0,Three Pints Brewing,Martinsville,IN
Pole Barn Stout,Oatmeal Stout,16.0,Three Pints Brewing,Martinsville,IN
Pale,Pale Ale,16.0,Three Pints Brewing,Martinsville,IN
Yoshi's Nectar,Others,16.0,Three Pints Brewing,Martinsville,IN
Leatherhead Red,Amber / Red Ale,12.0,Thunderhead Brewing Company,Kearney,NE
Cropduster Mid-American IPA,India Pale Ale,12.0,Thunderhead Brewing Company,Kearney,NE
Golden Frau Honey Wheat,Others,12.0,Thunderhead Brewing Company,Kearney,NE
Cornstalker Dark Wheat,Others,12.0,Thunderhead Brewing Company,Kearney,NE
Cafe Leche,Porter,16.0,Tin Man Brewing Company,Evansville,IN
Damascene Apricot Sour,Others,16.0,Tin Man Brewing Company,Evansville,IN
Csar,Imperial Stout,16.0,Tin Man Brewing Company,Evansville,IN
Klingon Warnog Roggen Dunkel,Others,16.0,Tin Man Brewing Company,Evansville,IN
Overlord Imperial IPA,Double / Imperial IPA,16.0,Tin Man Brewing Company,Evansville,IN
Alloy,India Pale Ale,16.0,Tin Man Brewing Company,Evansville,IN
Rivet Irish Red Ale,Others,16.0,Tin Man Brewing Company,Evansville,IN
3 Gear Robust Porter,Porter,16.0,Tin Man Brewing Company,Evansville,IN
Circuit Bohemian Pilsner,Pilsner,16.0,Tin Man Brewing Company,Evansville,IN
Turnrow Harvest Ale,Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Juke Joint IPA,India Pale Ale,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Parade Ground Coffee Porter,Porter,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Tin Roof Watermelon Wheat,Others,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Tin Roof Blonde Ale,Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Voodoo Bengal Pale Ale,Pale Ale,12.0,Tin Roof Brewing Company,Baton Rouge,LA
Perfect Tin Amber,Amber / Red Ale,12.0,Tin Roof Brewing Company,Baton Rouge,LA
IPA & a Half,India Pale Ale,12.0,Tommyknocker Brewery,Idaho Springs,CO
Ornery Amber Lager (2003),Vienna,12.0,Tommyknocker Brewery,Idaho Springs,CO
Big Island Shandy,Others,16.0,Tonka Beer Company,Minnetonka,MN
Preservation IPA,India Pale Ale,16.0,Tonka Beer Company,Minnetonka,MN
Almanac IPA,India Pale Ale,12.0,Tractor Brewing Company,Albuquerque,NM
Milk Mustachio Stout,Sweet Stout,12.0,Tractor Brewing Company,Albuquerque,NM
Farmer's Tan Red Ale,Amber / Red Ale,12.0,Tractor Brewing Company,Albuquerque,NM
Triangle India Pale Ale,India Pale Ale,12.0,Triangle Brewing Company,Durham,NC
Triangle White Ale,Witbier,12.0,Triangle Brewing Company,Durham,NC
Triangle Belgian Golden Ale,Others,12.0,Triangle Brewing Company,Durham,NC
Troegenator,Doppelbock,16.0,Tröegs Brewing Company,Hershey,PA
Nugget Nectar,Amber / Red Ale,16.0,Tröegs Brewing Company,Hershey,PA
Sunshine Pils,Pilsner,12.0,Tröegs Brewing Company,Hershey,PA
Troegenator Doublebock,Doppelbock,16.0,Tröegs Brewing Company,Hershey,PA
Perpetual IPA,India Pale Ale,12.0,Tröegs Brewing Company,Hershey,PA
Greenville Pale Ale,Pale Ale,12.0,Twin Lakes Brewing Company,Greenville,DE
Hoppy Boy,India Pale Ale,16.0,Twisted Pine Brewing Company,Boulder,CO
Cow Creek,Others,12.0,Twisted X Brewing Company,Dripping Springs,TX
Chupahopra,India Pale Ale,12.0,Twisted X Brewing Company,Dripping Springs,TX
Twisted X,Others,12.0,Twisted X Brewing Company,Dripping Springs,TX
Day Hike Session,India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Trailhead ISA,India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Immersion Amber,Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle,WA
Evo IPA,India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Presidential Pils,Pilsner,12.0,Two Beers Brewing Company,Seattle,WA
Evolutionary IPA (2012),India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Persnickety Pale,Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
SoDo Brown Ale,Brown Ale,12.0,Two Beers Brewing Company,Seattle,WA
Immersion Amber Ale (2011),Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle,WA
Evolutionary IPA (2011),India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Trailhead India Style Session Ale (2011),India Pale Ale,12.0,Two Beers Brewing Company,Seattle,WA
Panorama Wheat Ale,Wheat Ale,12.0,Two Beers Brewing Company,Seattle,WA
Wobble,India Pale Ale,16.0,Two Brothers Brewing Company,Warrenville,IL
Night Cat,Others,12.0,Two Brothers Brewing Company,Warrenville,IL
Night Cat (2014),Others,12.0,Two Brothers Brewing Company,Warrenville,IL
Dog Days Lager,Others,12.0,Two Brothers Brewing Company,Warrenville,IL
Sidekick Extra Pale Ale,Pale Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
Atom Smasher,Others,12.0,Two Brothers Brewing Company,Warrenville,IL
Testudo,Others,12.0,Two Brothers Brewing Company,Warrenville,IL
Hobnob B & B Pale Ale,Pale Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
Cane and Ebel,Strong Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
Outlaw IPA (2015),India Pale Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
The Gilded Age,Others,12.0,Two Henrys Brewing Company,Plant City,FL
No Limits Hefeweizen,Hefeweizen,16.0,Two Roads Brewing Company,Stratford,CT
Honeyspot Road White IPA,Others,12.0,Two Roads Brewing Company,Stratford,CT
Road 2 Ruin Double IPA,Double / Imperial IPA,12.0,Two Roads Brewing Company,Stratford,CT
Workers Comp Saison,Others,12.0,Two Roads Brewing Company,Stratford,CT
Ol' Factory Pils,Pilsner,12.0,Two Roads Brewing Company,Stratford,CT
PUNK'N,Others,12.0,Uinta Brewing Company,Salt Lake City,UT
Yard Sale Winter Lager,Others,12.0,Uinta Brewing Company,Salt Lake City,UT
Trader Session IPA,India Pale Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
Hop Nosh IPA,India Pale Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
SUM'R,Blonde Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
Organic Baba Black Lager,Schwarzbier,12.0,Uinta Brewing Company,Salt Lake City,UT
Hop Notch IPA (2013),India Pale Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
Cutthroat Pale Ale,Pale Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
WYLD Extra Pale Ale,Pale Ale,12.0,Uinta Brewing Company,Salt Lake City,UT
Pilsner Ukiah,Pilsner,12.0,Ukiah Brewing Company,Ukiah,CA
The Green Room,India Pale Ale,16.0,Uncle Billy's Brewery and Smokeh...,Austin,TX
Humbucker Helles,Helles,16.0,Uncle Billy's Brewery and Smokeh...,Austin,TX
Uncle John's Apple Cherry Cider,Others,16.0,Uncle John's Fruit House Winery,St. John's,MI
Uncle John's Apricot Apple Cider,Others,16.0,Uncle John's Fruit House Winery,St. John's,MI
Draught Hard Apple Cider,Others,16.0,Uncle John's Fruit House Winery,St. John's,MI
Scotty K NA,Others,16.0,Uncommon Brewers,Santa Cruz,CA
Bacon Brown Ale,Brown Ale,16.0,Uncommon Brewers,Santa Cruz,CA
Golden State Ale,Pale Ale,16.0,Uncommon Brewers,Santa Cruz,CA
Baltic Porter,Porter,16.0,Uncommon Brewers,Santa Cruz,CA
Siamese twin,Others,16.0,Uncommon Brewers,Santa Cruz,CA
Double Duckpin,Double / Imperial IPA,12.0,Union Craft Brewing,Baltimore,MD
Old Pro,Others,12.0,Union Craft Brewing,Baltimore,MD
Duckpin Pale Ale,Pale Ale,12.0,Union Craft Brewing,Baltimore,MD
Balt Altbier,Altbier,12.0,Union Craft Brewing,Baltimore,MD
Campside Session IPA,India Pale Ale,16.0,Upland Brewing Company,Bloomington,IN
Upland Wheat Ale,Witbier,16.0,Upland Brewing Company,Bloomington,IN
Dragonfly IPA,India Pale Ale,16.0,Upland Brewing Company,Bloomington,IN
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Others,19.2,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Others,19.2,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 2 - Wild Saison,Others,19.2,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,Imperial Stout,19.2,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,Brown Ale,19.2,Upslope Brewing Company,Boulder,CO
Blood Orange Saison,Others,12.0,Upslope Brewing Company,Boulder,CO
Thai Style White IPA,Others,12.0,Upslope Brewing Company,Boulder,CO
Ferus Fluxus Wild Belgian Pale Ale,Others,19.2,Upslope Brewing Company,Boulder,CO
Upslope Imperial India Pale Ale,Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder,CO
Upslope Christmas Ale,Others,16.0,Upslope Brewing Company,Boulder,CO
Upslope Pumpkin Ale,Others,16.0,Upslope Brewing Company,Boulder,CO
Upslope Belgian Style Pale Ale,Pale Ale,12.0,Upslope Brewing Company,Boulder,CO
Upslope Foreign Style Stout,Others,12.0,Upslope Brewing Company,Boulder,CO
Top Rope Mexican-style Craft Lager,Vienna,12.0,Upslope Brewing Company,Boulder,CO
Upslope Craft Lager,Vienna,12.0,Upslope Brewing Company,Boulder,CO
Upslope Brown Ale,Brown Ale,12.0,Upslope Brewing Company,Boulder,CO
Upslope Pale Ale,Pale Ale,12.0,Upslope Brewing Company,Boulder,CO
Upslope India Pale Ale,India Pale Ale,12.0,Upslope Brewing Company,Boulder,CO
Common Sense Kentucky Common Ale,Brown Ale,16.0,Upstate Brewing Company,Elmira,NY
Upstate I.P.W.,India Pale Ale,12.0,Upstate Brewing Company,Elmira,NY
Squatters Full Suspension Pale Ale,Pale Ale,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Squatters Hop Rising Double IPA,Double / Imperial IPA,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Devastator Double Bock,Doppelbock,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Wasatch Ghostrider White IPA,Others,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Wasatch Ghostrider White IPA (2014),Others,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Wasatch Apricot Hefeweizen,Others,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Squatters Hop Rising Double IPA (2014),Double / Imperial IPA,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Squatters Full Suspension Pale Ale,Pale Ale,12.0,Utah Brewers Cooperative,Salt Lake City,UT
Nunica Pine,Others,16.0,Vander Mill Ciders,Spring Lake,MI
Ginger Peach,Others,16.0,Vander Mill Ciders,Spring Lake,MI
Totally Roasted,Others,16.0,Vander Mill Ciders,Spring Lake,MI
Blue Gold,Others,16.0,Vander Mill Ciders,Spring Lake,MI
Hard Apple,Others,16.0,Vander Mill Ciders,Spring Lake,MI
Nitro Can Coffee Stout,Others,12.0,Vault Brewing Company,Yardley,PA
Voodoo Love Child,Abbey Tripel,12.0,Voodoo Brewery,Meadville,PA
White Magick of the Sun,Witbier,12.0,Voodoo Brewery,Meadville,PA
Wynona's Big Brown Ale,Brown Ale,12.0,Voodoo Brewery,Meadville,PA
Gran Met,Others,12.0,Voodoo Brewery,Meadville,PA
Good Vibes IPA,India Pale Ale,12.0,Voodoo Brewery,Meadville,PA
Pilzilla,Others,12.0,Voodoo Brewery,Meadville,PA
Wachusett Light IPA,India Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
Green Monsta IPA,India Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
Wachusett IPA,India Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
Strawberry White,Witbier,12.0,Wachusett Brewing Company,Westminster,MA
Larry Imperial IPA,Double / Imperial IPA,12.0,Wachusett Brewing Company,Westminster,MA
Wachusett Summer,Wheat Ale,12.0,Wachusett Brewing Company,Westminster,MA
Country Pale Ale,Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
Wachusett Light IPA (2013),India Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
Pumpkan,Others,12.0,Wachusett Brewing Company,Westminster,MA
Wachusett Blueberry Ale,Others,12.0,Wachusett Brewing Company,Westminster,MA
Green Monsta IPA,India Pale Ale,12.0,Wachusett Brewing Company,Westminster,MA
T-6 Red Ale (2004),Amber / Red Ale,12.0,Warbird Brewing Company,Fort Wayne,IN
Self Starter,India Pale Ale,16.0,Warped Wing Brewing Company,Dayton,OH
Ermal's,Cream Ale,16.0,Warped Wing Brewing Company,Dayton,OH
10 Ton,Oatmeal Stout,16.0,Warped Wing Brewing Company,Dayton,OH
Flyin' Rye,India Pale Ale,16.0,Warped Wing Brewing Company,Dayton,OH
Christmas Ale,Others,12.0,West Sixth Brewing,Lexington,KY
Pay It Forward Cocoa Porter,Porter,12.0,West Sixth Brewing,Lexington,KY
West Sixth Amber Ale,Amber / Red Ale,12.0,West Sixth Brewing,Lexington,KY
West Sixth IPA,India Pale Ale,12.0,West Sixth Brewing,Lexington,KY
One Claw,Pale Ale,12.0,Westbrook Brewing Company,Mt. Pleasant,SC
Westbrook Gose,Others,12.0,Westbrook Brewing Company,Mt. Pleasant,SC
White Thai,Witbier,12.0,Westbrook Brewing Company,Mt. Pleasant,SC
Westbrook IPA,India Pale Ale,12.0,Westbrook Brewing Company,Mt. Pleasant,SC
Westfield Octoberfest,Others,12.0,Westfield River Brewing Company,Westfield,MA
Pop's Old Fashioned Lager,Others,12.0,Westfield River Brewing Company,Westfield,MA
Charlie in the Rye,India Pale Ale,12.0,Westfield River Brewing Company,Westfield,MA
Royal Lager,Others,16.0,Weston Brewing Company,Weston,MO
Rip Van Winkle (Current),Maibock / Pale Bock,12.0,Weston Brewing Company,Weston,MO
O’Malley’s Stout,Others,12.0,Weston Brewing Company,Weston,MO
O’Malley’s IPA,India Pale Ale,12.0,Weston Brewing Company,Weston,MO
O’Malley’s Irish Style Cream Ale,Cream Ale,12.0,Weston Brewing Company,Weston,MO
L'il Lucy's Hot Pepper Ale,Others,12.0,Weston Brewing Company,Weston,MO
Drop Kick Ale,Amber / Red Ale,12.0,Weston Brewing Company,Weston,MO
Raspberry Berliner Weisse,Others,12.0,White Birch Brewing,Hooksett,NH
Hop Session,India Pale Ale,12.0,White Birch Brewing,Hooksett,NH
Blueberry Berliner Weisse,Others,12.0,White Birch Brewing,Hooksett,NH
Berliner Weisse,Others,12.0,White Birch Brewing,Hooksett,NH
